job,answer
héliographe,arts graphiques
serrurier,industrie des métaux
archit. L.-O.,"construction,charpenterie"
lingère,"vêtements, lingerie,chaussures,literies"
instit.,administration publique
employée,employées pour le ménage et la ferme
journalier,"journaliers,entretien"
contr. T. L.,"construction,charpenterie"
repass.,industrie textile
nettoyeur,"journaliers,entretien"
cimenteur,"construction,charpenterie"
chef de ser-vice,"hôtellerie,restauration"
cond. CFF.,transports
compt.,"banques,établissements financiers"
ménage,employées pour le ménage et la ferme
pain,produits alimentaires
primerie,industrie du papier
cout.,arts graphiques
menuis.,"construction,charpenterie"
mécàn. C. F.,industrie des métaux
courtepointrère,"bijouterie,gravure,frappe"
empl. CFF,transports
gér.,"agences,locations,consultations"
charr,"bois,liège,meubles"
fonc. post.,administration publique
appar.,réparations
cout.,"construction,charpenterie"
"march, de légumes",commerce de détail
reprês.,réparations
cordonn.,industrie textile
ag. d'af.,"agences,locations,consultations"
man,"employés pour tous,célibataires"
prim.,industrie du papier
commerçant,commerce de détail
agence de voyages,"agences,locations,consultations"
évang.,"agences,locations,consultations"
direct,"agences,locations,consultations"
tailleuse,industrie textile
tapissier,"bois,liège,meubles"
mod.,arts graphiques
dom.,employées pour le ménage et la ferme
institut.,administration publique
marbr.,pierre et terre
institut.,"agences,locations,consultations"
retr. CFF.,transports
emp. de mag.,commerce de détail
ag. de police,administration publique
contr. T.-L.,"construction,charpenterie"
institut,administration publique
garde-forestier,administration publique
journal.,arts graphiques
paveur,"construction,charpenterie"
compt.,"banques,établissements financiers"
Dlle de mag,commerce de détail
laits spéciaux.,produits alimentaires
charretier.,transports
imprim.,arts graphiques
scieur,"bois,liège,meubles"
dactylogr.,bureaux de consultation
empl. L.-S.,"employés pour tous,célibataires"
jardin.,"journaliers,entretien"
ag. de police,administration publique
ferblant.,industrie des métaux
commis C. F. F.,transports
instit.,administration publique
coif.,arts graphiques
instit.,administration publique
empl,"employés pour tous,célibataires"
encadreur,arts graphiques
serrurier,industrie des métaux
conduct. C. F. F.,transports
monteur au téléphone,réparations
ag. de police,administration publique
institutrice,"agences,locations,consultations"
méd.,"agences,locations,consultations"
empl. C. F. F.,"employés pour tous,célibataires"
journalier,"journaliers,entretien"
emp. banq.,"banques,établissements financiers"
ag. de sûreté,administration publique
boucher,produits alimentaires
étud.,"agences,locations,consultations"
nég.,"banques,établissements financiers"
juriste,bureaux de consultation
employée,employées pour le ménage et la ferme
mécanic.-dentiste,arts graphiques
dem. de magde 11,employées pour le ménage et la ferme
empl. C.F.F.,transports
horlog.-bij.,horlogerie
cordonn.,industrie textile
g.-malades,"employés pour tous,célibataires"
domest.,employées pour le ménage et la ferme
insp. scolaire,administration publique
repasseuse,industrie textile
emp. T. L.,"employés pour tous,célibataires"
tabacs,commerce de détail
constr. de ba-,"construction,charpenterie"
journalier,"journaliers,entretien"
emp.,"employés pour tous,célibataires"
ag. de police,administration publique
conc. de l'Ec,"gaz,eau,éléctricité"
jardin.,"journaliers,entretien"
fact. postal,administration publique
bat.,"bois,liège,meubles"
camionneur,transports
cordonn.,"vêtements, lingerie,chaussures,literies"
manœuv.,"journaliers,entretien"
dentiste,réparations
avocat,"agences,locations,consultations"
couture,"vêtements, lingerie,chaussures,literies"
vannier,"bois,liège,meubles"
cond. d’auto,transports
empl. CFF,transports
laitier,produits alimentaires
cordonn.,"vêtements, lingerie,chaussures,literies"
cuisinière,"hôtellerie,restauration"
professeur,bureaux de consultation
ciment.,pierre et terre
menuis.,"bois,liège,meubles"
coiffeuse,commerce de détail
charpentier,"construction,charpenterie"
g. d'office,"agences,locations,consultations"
mécanicien,industrie des métaux
art. de ménage,employées pour le ménage et la ferme
infirmier,"employés pour tous,célibataires"
m. d'ouvrages,"construction,charpenterie"
cordonn.,arts graphiques
repas.,"hôtellerie,restauration"
étudi.,"agences,locations,consultations"
rent.,"affaires immobilières,location"
cond. C. F. F.,
gardien au Musée,"agences,locations,consultations"
vins,produits alimentaires
professeur,"agences,locations,consultations"
négr.,"employés pour tous,célibataires"
architecte,"construction,charpenterie"
rent.,"affaires immobilières,location"
cond. trams,transports
cordonn.,"vêtements, lingerie,chaussures,literies"
médecin,bureaux de consultation
plâtrier,"construction,charpenterie"
médecin,bureaux de consultation
ingén.,industrie chimique
ingén.,industrie chimique
photogr.,arts graphiques
art. photogr.,arts graphiques
dentiste,réparations
vins,produits alimentaires
médecin,bureaux de consultation
libraire,commerce de détail
pens.-famille,"employés pour tous,célibataires"
journal,arts graphiques
coiffeuse,commerce de détail
mercerie,"vêtements, lingerie,chaussures,literies"
voyageur,transports
fondeur,industrie des métaux
ferbl.,industrie des métaux
empl. L.-O.,"employés pour tous,célibataires"
ferblantier,industrie des métaux
confiseur,produits alimentaires
fleuriste,commerce de détail
prof.,bureaux de consultation
empl. CFF.,transports
machiniste,industrie des métaux
ferblantier,industrie des métaux
ag. de police,administration publique
instit.,administration publique
dentiste,réparations
charron Verdonnet,"construction,charpenterie"
institutrice,"agences,locations,consultations"
peintre,arts graphiques
institut.,administration publique
gyps.,transports
m. de piano,arts graphiques
avocat,"agences,locations,consultations"
avocat,"agences,locations,consultations"
lingère,"vêtements, lingerie,chaussures,literies"
empl. C. G. N.,"gaz,eau,éléctricité"
décorateur,arts graphiques
entrepr.,"construction,charpenterie"
contremaître,"construction,charpenterie"
brossier,industrie du papier
huissier trib. cantonal,administration publique
instit.,administration publique
cout.,"construction,charpenterie"
entrepr.,"agences,locations,consultations"
journal.,arts graphiques
institut.,administration publique
directrice,administration publique
agr.,employées pour le ménage et la ferme
empl. L.-O.,"employés pour tous,célibataires"
boucher,produits alimentaires
préparateur,produits alimentaires
camionneur,transports
cafet.,"hôtellerie,restauration"
empl,"employés pour tous,célibataires"
plâtrier,"construction,charpenterie"
infirm.,employées pour le ménage et la ferme
gyps.,transports
serrur.,industrie des métaux
primeurs,produits alimentaires
taill. pierres,pierre et terre
chauf.,transports
ing.,industrie chimique
gardien au Pénitencier,administration publique
magasin. CFF,commerce de détail
secrétaire,bureaux de consultation
cuisinière,"hôtellerie,restauration"
emp. C.F.F.,transports
compt.,bureaux de consultation
charron,"construction,charpenterie"
fonc. post.,administration publique
inst.,assurances privées
coiff.,commerce de détail
mécanicien,industrie des métaux
nég.,"banques,établissements financiers"
porteur,transports
jardin.,"journaliers,entretien"
taill.,industrie du papier
g.-lait.,produits alimentaires
ag. d'affaires,"agences,locations,consultations"
emp.,"employés pour tous,célibataires"
vannier,"bois,liège,meubles"
veilleuse,employées pour le ménage et la ferme
garde-malades,employées pour le ménage et la ferme
broderies d'art,arts graphiques
cout.,industrie textile
géom. officiel,bureaux de consultation
infirmière,employées pour le ménage et la ferme
marguese,"bijouterie,gravure,frappe"
ingénieur,industrie chimique
journalière,"journalières,entretien"
m. de gymnas-tique,"agences,locations,consultations"
garagiste,réparations
vins,produits alimentaires
maît,"employés pour tous,célibataires"
chauff. d’autos,transports
fact. postal,administration publique
rentier,"affaires immobilières,location"
sous-secr.,administration publique
mécanicien,industrie des métaux
tapiss.,"construction,charpenterie"
ouvr. C. F. F.,industrie des métaux
emp.,"employés pour tous,célibataires"
emp,"employés pour tous,célibataires"
postal,transports
cafetier,"hôtellerie,restauration"
nég.,"banques,établissements financiers"
nieur,industrie textile
tabacs,commerce de détail
juge féd.,administration publique
imprim.,arts graphiques
imprim,arts graphiques
imprimeur,arts graphiques
imprim.,arts graphiques
institut.,administration publique
prof.,bureaux de consultation
infirm.,employées pour le ménage et la ferme
étud.,bureaux de consultation
voyag.,transports
cord.,industrie textile
instit.,administration publique
pédicure,réparations
institutrice,"agences,locations,consultations"
cout.,industrie textile
institutrice,"agences,locations,consultations"
institutrice,"agences,locations,consultations"
sage-femme,réparations
Dlle de mag.,commerce de détail
sténogr.,bureaux de consultation
cordonnier,"vêtements, lingerie,chaussures,literies"
emp.,"employés pour tous,célibataires"
mécanic.-dentiste,réparations
commis postal,"agences,locations,consultations"
voyag.,transports
chaudr.,industrie du papier
anc. hôtelier,"hôtellerie,restauration"
dessinat.,arts graphiques
ouv. de fabr.,industrie du papier
coiffeur,commerce de détail
étud.,"agences,locations,consultations"
serr.,réparations
retr. de police,administration publique
repasseuse,industrie textile
cond. C. F. F.,
bouch,réparations
peintre,arts graphiques
inst.,administration publique
lingère,"vêtements, lingerie,chaussures,literies"
pension,assurances privées
matér. de construct.,"construction,charpenterie"
emp.,"employés pour tous,célibataires"
jardin.,"journaliers,entretien"
tricoteuse,industrie textile
garde-malade,employées pour le ménage et la ferme
ling.,"vêtements, lingerie,chaussures,literies"
bur. de place-,"agences,locations,consultations"
fact. télégr.,"gaz,eau,éléctricité"
coiffeuse,commerce de détail
commis C. F. F.,
ling.,"vêtements, lingerie,chaussures,literies"
cond. typo.,réparations
pêcheur,"journaliers,entretien"
taill.,industrie du papier
institutrice,"agences,locations,consultations"
machiniste,industrie des métaux
hygiène de la chevelure,
reprês.,réparations
fact. télégr.,transports
mécanic.,réparations
cuirs,industrie textile
relieur,industrie du papier
mod.,arts graphiques
repr.,commerce de détail
horticulteur,"journaliers,entretien"
jard.,"journaliers,entretien"
cuisin.,produits alimentaires
blanchisseuse,employées pour le ménage et la ferme
secrét.,"agences,locations,consultations"
tapissier,"construction,charpenterie"
agr.,"employés pour tous,célibataires"
m. de,"employés pour tous,célibataires"
agriculteur,employées pour le ménage et la ferme
emp.,"employés pour tous,célibataires"
cordon.,industrie textile
cuisinier,"hôtellerie,restauration"
brig. de police,administration publique
march.,commerce de détail
com. postal,transports
march.,commerce de détail
ciment.,pierre et terre
relieur,industrie du papier
ling.,"vêtements, lingerie,chaussures,literies"
ciment.,pierre et terre
gardien au Pénitencier,administration publique
cafetier,"hôtellerie,restauration"
pension,assurances privées
inst.,administration publique
reprès.,commerce de détail
caviste,commerce de détail
jard.,"journaliers,entretien"
chauf. CFF,transports
homme d'équipe,"employés pour tous,célibataires"
électr.,"gaz,eau,éléctricité"
